idwine,Type,Grapes,Harmonize,name
130996,Red,['Marselan'],"['Beef', 'Pasta', 'Veal']",Domaine le Grand Castelet Rideaux Sur Les Vendanges
130997,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Girardin Pere & Fils Pommard
130998,Red,"['Gamay Noir', 'Pinot Noir']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Michel Picard Emile Voarick Bourgogne passetoutgrains
130999,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Bruno Clavelier Vieilles Vignes Vosne-Romanée Les Hauts de Beaux Monts
131000,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Perrot-Minot Vougeot 'Clos du Village'
131001,Dessert,['Airen'],"['Shellfish', 'Appetizer', 'Snack', 'Lean Fish']",Louis Chavron Cuvée Spéciale Blanc Moelleux
131002,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Michel Picard Bâtard-Montrachet Grand Cru
131003,Red,['Cabernet Franc'],"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']",Jeanjean Cuvée Vendome
131004,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Evening Land Bourgogne Blanc (Chardonnay)
131005,White,['Chardonnay'],"['Pasta', 'Vegetarian', 'Cured Meat']",Domaine Les Grands Crays Viré-Clessé Le Clos du Château
131006,Red,"['Syrah/Shiraz', 'Cabernet Franc', 'Grenache', 'Merlot']","['Beef', 'Pasta', 'Veal']",Maison Ventenac Les Années Folles La Voluptueuse
131007,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Samuel Billaud Chablis Premier Cru 'Montmains' (Les Grands Terroirs)
131008,Red,"['Syrah/Shiraz', 'Mourvedre', 'Counoise', 'Cinsault', 'Vaccareze', 'Muscardin']","['Lamb', 'Pork', 'Poultry']",St Patrice Monopole Châteauneuf-du-Pape
131009,Red,['Merlot'],"['Beef', 'Game Meat']",Marcel Hubert Vineyard Collection Merlot
131010,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Pierre André Les Damodes Nuits-Saint-Georges 1er Cru
131011,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Catherine et Claude Maréchal Volnay 'Les Grands Poisots'
131012,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Pierre André Volnay 1er Cru 'Santenots'
131013,Red,"['Syrah/Shiraz', 'Grenache']","['Beef', 'Lamb', 'Game Meat']",Domaine la Combe du Rooy Côtes-du-Rhône Grenache – Syrah
131014,Red,['Pinot Noir'],"['Veal', 'Game Meat', 'Poultry', 'Mushrooms']",Pfaffenheim Rouge d'Alsace Pinot Noir
131015,Red,['Cabernet Sauvignon'],"['Beef', 'Pasta', 'Veal']",Maison Bouey Cuvée du Chevalier Cabernet Sauvignon Pays d'Oc
131016,Sparkling,"['Pinot Meunier', 'Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Maurice Delabaye Sélection Brut Champagne
131017,Rosé,"['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon']","['Beef', 'Lamb', 'Pork', 'Game Meat', 'Spicy Food', 'Poultry', 'Soft Cheese']",Ginestet Merlot - Cabernet Sauvignon - Cabernet Franc Bordeaux
131018,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Caroline Parent Vosne-Romanée
131019,Red,"['Grenache', 'Mourvedre', 'Syrah/Shiraz']","['Beef', 'Lamb', 'Game Meat']",Domaine du Coulet Rouge Saint Croix Ventoux
131020,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Château de Lachassagne Clos du Château Monopole Chardonnay Prestige
131021,White,['Aligoté'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine Gaston & Pierre Ravaut Bourgogne Aligoté
131022,Sparkling,"['Cabernet Franc', 'Chardonnay', 'Chenin Blanc']","['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Robert Marcel La Perrière Crémant de Loire Brut
131023,White,['Chenin Blanc'],"['Rich Fish', 'Vegetarian', 'Poultry', 'Soft Cheese']",Château de la Roulerie Coteaux du Layon 1er Cru 'Chaume'
131024,White,['Gew√ºrztraminer'],"['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese']",Meyer Jean Luc Gewürztraminer Alsace Grand Cru 'Eichberg'
131025,Red,['Cabernet Franc'],"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']",Domaine des Roches Neuves Soliterre Saumur-Champigny
131026,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Laurent Dufouleur Bourgogne Hautes-Côtes de Beaune Pinot Noir
131027,Rosé,"['Chardonnay', 'Merlot']","['Beef', 'Pork', 'Game Meat', 'Rich Fish', 'Vegetarian', 'Poultry']",Pierre Zero Chardonnay Alcohol Free
131028,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Jean-Philippe Marchand Vieilles Vignes Gevrey-Chambertin
131029,White,['Silvaner/Sylvaner'],"['Pasta', 'Shellfish', 'Maturated Cheese', 'Hard Cheese', 'Lean Fish', 'Cured Meat']",Cave de Ribeauville Sylvaner Reserve Vieilles Vignes
131030,Rosé,"['Syrah/Shiraz', 'Grenache']","['Pork', 'Rich Fish', 'Shellfish', 'Poultry']",Nicolas Vahe Côtes du Rhône Red
131031,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château La Commanderie Saint-Estèphe
131032,Sparkling,"['Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Pierre Brigandat & Fils Dentelles & Crinolines Millésimé Brut Champagne
131033,Dessert,['Riesling'],"['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat']",Domaine Maurice Schoech Vendages Tardives Riesling
131034,Red,"['Syrah/Shiraz', 'Grenache', 'Carignan/Cari√±ena']","['Beef', 'Lamb', 'Game Meat']",Saint Marc Domaine Rubens Crémieux Cuvée Carla Ventoux
131035,Sparkling,['Chenin Blanc'],"['Shellfish', 'Lean Fish', 'Fruit Dessert']",Château Moncontour Tête de Cuvée Touraine Brut
131036,Red,"['Malbec', 'Cabernet Franc']","['Beef', 'Pork', 'Game Meat', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Soft Cheese']",Clos Roche Blanche Sauvignon No. 5 Touraine
131037,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Charlopin Pommard
131038,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Les Astrelles (Pierre Naigeon) Vieilles Vignes Gevrey-Chambertin Premier Cru 'Les Fontenys'
131039,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Cellier du Château de la Chaume Chablis 1er Cru 'Vaillons'
131040,Sparkling,"['Pinot Meunier', 'Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Esterlin Suave Demi-Sec Champagne
131041,White,"['Rolle/Rollo', 'Sémillon']","['Rich Fish', 'Shellfish', 'Sweet Dessert', 'Poultry']",Château Grand Boise Mazarine Côtes de Provence Blanc
131042,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Vignerons de Buxy Chatel-Buis Les Coères Montagny 1er Cru
131043,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Faiveley Gevrey-Chambertin 1er Cru 'Craipillot'
131044,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Verget Chablis 1er Cru 'Mont de Milieu'
131045,Rosé,"['Syrah/Shiraz', 'Grenache', 'Mourvedre', 'Cinsault']","['Pork', 'Rich Fish', 'Shellfish', 'Poultry']",Ogier Clos de l'Oratoire des Papes Châteauneuf-du-Pape
131046,Red,['Gamay Noir'],"['Pasta', 'Veal', 'Pork', 'Poultry']",Laurent Perrachon Domaine de la Bottiere Moulin-à-Vent
131047,White,['Chardonnay'],"['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer']",94Wines 2 White Smooth
131048,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']",Maison Crochet Chardonnay Parcelle 307
131049,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Morin Pere & Fils Les Damodes Nuits-Saint-Georges Premier Cru
131050,White,['Gew√ºrztraminer'],"['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese']",Dopff & Irion Riesling Alsace Grand Cru 'Vorbourg'
131051,Sparkling,"['Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Chaudron Y.Galtier Demi-Sec Champagne Grand Cru 'Verzenay'
131052,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Marquis de Saint-Estèphe Marquis de Pez Saint-Estèphe
131053,Red,['Cabernet Sauvignon'],"['Beef', 'Lamb', 'Spicy Food', 'Poultry']",Belle Made For You Cabernet Sauvignon
131054,Rosé,['Merlot'],"['Pasta', 'Vegetarian', 'Appetizer', 'Snack', 'Lean Fish']",Maison Castel Réserve de France Merlot
131055,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Lamarche Canon Candelaire Vieilles Vignes Canon-Fronsac
131056,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Pierre André Les Blanchots Chassagne-Montrachet 1er Cru
131057,Red,['Syrah/Shiraz'],"['Beef', 'Lamb', 'Game Meat']",Caves Saint-Pierre Preference Hermitage
131058,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Louis Jadot Montagny 1er Cru 'Les Chaniots'
131059,Sparkling,"['Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Gerard Perseval Privilège Brut Blanc de Noirs Champagne Premier Cru
131060,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Moulin Bellevue Canon-Fronsac
131061,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Vincent Ledy Vieilles Vignes Nuits-Saint-Georges 1er Cru 'Les Porêts Saint-Georges'
131062,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine Gérard Thomas Saint-Aubin 1er Cru 'Murgers des Dents de Chien'
131063,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Mommessin Chardonnay Coteaux Bourguignons La Clé Saint-Pierre
131064,White,['Chardonnay'],"['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer']",Robert Skalli Réserve Chardonnay
131065,White,['Chenin Blanc'],"['Rich Fish', 'Vegetarian', 'Poultry', 'Soft Cheese']",Domaine la Bonnelière Les Perruchers Saumur Blanc
131066,Red,"['Syrah/Shiraz', 'Grenache', 'Mourvedre']","['Beef', 'Lamb', 'Game Meat']",Ortas - Cave de Rasteau La Domelière Rasteau
131067,Red,['Pinot Noir'],"['Veal', 'Game Meat', 'Poultry', 'Mushrooms']",Domaine Antoine Stoffel Elevé en Barrique Pinot Noir
131068,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Pierre André Clos des Guettottes Savigny-les-Beaune
131069,Rosé,"['Syrah/Shiraz', 'Cinsault']","['Pasta', 'Vegetarian', 'Appetizer', 'Snack', 'Lean Fish']",Domaine de Cambis La Vie en Rosé Saint-Chinian
131070,White,['Chardonnay'],"['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer']",Saint Auriol Le Chardonnay de Saint Auriol
131071,White,['Riesling'],"['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat']",Barth Rene Alsace Grand Cru 'Mambourg' Riesling
131072,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Nicolas Potel Vosne-Romanée 1er Cru Les Beaux Monts
131073,White,['Chardonnay'],"['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer']",Jeanjean Maison du Sud Chardonnay
131074,Sparkling,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Guillette-Brest Millésime Brut Champagne
131075,Sparkling,"['Chardonnay', 'Pinot Blanc', 'Pinot Auxerrois']","['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Camille Braun Crémant d'Alsace Prestige Brut
131076,White,['Silvaner/Sylvaner'],"['Veal', 'Pork', 'Vegetarian', 'Poultry', 'Lean Fish']",Louis Sipp Sylvaner
131077,White,['Chenin Blanc'],"['Shellfish', 'Lean Fish', 'Fruit Dessert']",Domaine de la Marinière Chinon Blanc Bec
131078,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Jean Féry & Fils Meursault 'Les Narvaux'
131079,White,['Riesling'],"['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat']",Alfred Meyer Riesling Alsace Grand Cru 'Wineck-Schlossberg'
131080,Red,['Syrah/Shiraz'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Domaine Blachon Saint-Joseph Rouge
131081,Sparkling,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Nicolas Feuillatte Grande Sélection Brut Champagne
131082,Sparkling,['Pinot Gris'],"['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Dopff & Irion L'Exception Brut Pinot Gris
131083,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",François Mikulski Meursault 1er Cru 'Charmes'
131084,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Jean Soleil Château Soleil Puisseguin-Saint-Emilion
131085,White,"['Sauvignon Blanc', 'Sémillon']","['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Cordier Prestige Bordeaux Blanc Sec
131086,Sparkling,"['Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Charles Pougeoise Prestige Perle Noire Brut Champagne Premier Cru
131087,Red,"['Syrah/Shiraz', 'Carignan/Cari√±ena']","['Beef', 'Pasta', 'Veal']",Domaine de l'Aqueduc Domitia
131088,Sparkling,['Chenin Blanc'],"['Shellfish', 'Lean Fish', 'Fruit Dessert']",Montlouis Jardin des Rois Extra Brut
131089,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Alexandre Diconne Chablis 1er Cru 'Montmains'
131090,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Maison Leroy Monthélie Rouge
131091,Sparkling,['Chenin Blanc'],"['Shellfish', 'Lean Fish', 'Fruit Dessert']",Laura David Vigneronne Brut
131092,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Louis Jadot Chablis Grand Cru 'Vaudésir'
131093,White,['Pinot Blanc'],"['Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Paul Buecher Pinot Blanc
131094,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Domaine Pinson Chablis Premier Cru 'Vaillons'
131095,Red,"['Syrah/Shiraz', 'Grenache']","['Beef', 'Pasta', 'Veal']",Chantovent Domaine de l'Estagnol Minervois Rouge
131096,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Domaine Costal - Gilles & Romain Collet Chablis 1er Cru 'Mont de Milieu'
131097,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Bruno Colin Chassagne-Montrachet Premier Cru 'Blanchot Dessus'
131098,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",J. Vandermeulen Decanniere Chateau Petrus 1er Grand Cru Pomerol
131099,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Anthony Barton Saint-Julien
131100,Rosé,"['Syrah/Shiraz', 'Grenache', 'Carignan/Cari√±ena', 'Grenache Blanc', 'Cinsault']","['Beef', 'Lamb', 'Rich Fish', 'Shellfish', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']",Cave du Luberon Les Bories Ventoux Rosé
131101,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']",Jean-Francois Protheau Bourgogne Hautes-Côtes de Beaune Blanc
131102,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Joseph Drouhin Criots-Bâtard-Montrachet Grand Cru
131103,Sparkling,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Moët & Chandon Impérial Brut Champagne
131104,Rosé,['Pinot Noir'],"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry']",Domaine Gueguen Petit Pinot Rosé
131105,White,['Chardonnay'],"['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer']",Ed Hardy True Love Chardonnay
131106,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Labouré-Roi Corton-Charlemagne Grand Cru
131107,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Decelle Vosne-Romanée
131108,Red,"['Negrette', 'Syrah/Shiraz', 'Cabernet Sauvignon']","['Beef', 'Lamb', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry']",Domaine de Saint Guilhem Renaissance Fronton
131109,Sparkling,"['Chardonnay', 'Chenin Blanc']","['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Château de la Durandiere Crémant de Loire Brut
131110,Sparkling,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Chanoine Paul Breteuil Champagne Brut
131111,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Perrot-Minot Vieilles Vignes Gevrey-Chambertin 1er Cru 'Les Cazetiers'
131112,White,"['Viognier', 'Roussanne', 'Clairette']","['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",Domaine le Novi Les Soucas Vieilles Vignes
131113,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine de la Vougeraie Batard-Montrachet Grand Cru
131115,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Reine Pédauque Vosne-Romanée
131116,White,['Pinot Gris'],"['Pork', 'Spicy Food', 'Mushrooms', 'Cured Meat']",Domaine Gruss Frohnenberg Pinot Gris
131117,Dessert,['Petit Manseng'],"['Beef', 'Game Meat', 'Rich Fish', 'Shellfish', 'Spicy Food', 'Sweet Dessert', 'Vegetarian', 'Poultry', 'Soft Cheese']",Domaine Pichard Pacherenc du Vic-Bilh
131118,Red,['Carignan/Cari√±ena'],"['Beef', 'Pasta', 'Veal']",Domaine de La Marfée Les Vignes qu'on Abat
131119,Sparkling,"['Chardonnay', 'Pinot Noir', 'Pinot Blanc']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Jean-Yves de Carlini Blanc de Noirs Brut Champagne Grand Cru 'Verzenay'
131120,White,"['Sauvignon Blanc', 'Sémillon']","['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Chateau Haut-Plantade Pessac-Léognan Blanc
131121,Red,"['Pinot Noir', 'Gamay Noir']","['Beef', 'Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry']",Domaine de la Croix Arpin - Pierre Goigoux Les Amandiers Rouge
131122,White,"['Sauvignon Blanc', 'Sémillon']","['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Château Bois-Martin Pessac-Leognan Blanc
131123,Red,"['Syrah/Shiraz', 'Grenache']","['Beef', 'Lamb', 'Game Meat']",Sylla Grain d'Ocre Ventoux
131124,Sparkling,['Cabernet Franc'],"['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Domaine de Nerleux La Folie des Loups Crémant de Loire
131125,Rosé,['Cabernet Sauvignon'],"['Beef', 'Lamb', 'Spicy Food', 'Poultry']",Terroirs de la Noëlle Villa Lorane Cabernet de Saumur
131126,Red,['Gamay Noir'],"['Pasta', 'Veal', 'Pork', 'Poultry']",Domaine de la Grand'Cour - Jean Louis Dutraive Beaujolais-Villages Haut du Bois de Leynes
131127,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Ardhuy Savigny Lès Beaune Premier Cru Clos des 'Guettes'
131128,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Marquis de Grassac Saint-Estèphe
131129,Red,['Gamay Noir'],"['Pasta', 'Veal', 'Pork', 'Poultry']",Paul Beaudet Château des Maladrets Beaujolais-Villages Nouveau
131130,Sparkling,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Alain Couvreur Blanc de Blancs Millésime Brut Champagne
131131,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine Rois Mages - Anne-Sophie Debavelaere Rully 1er Cru 'Les Pierres' Blanc
131132,White,['Chardonnay'],"['Pasta', 'Vegetarian', 'Cured Meat']",Domaine des Perelles Saint-Veran
131133,Red,"['Merlot', 'Syrah/Shiraz']","['Beef', 'Pasta', 'Veal']",Grands Vins Selection Merlot - Syrah Feinherb
131134,White,['Sauvignon Blanc'],"['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer']",La Belle Angèle Sauvignon Blanc
131135,Red,"['Syrah/Shiraz', 'Grenache']","['Beef', 'Lamb', 'Game Meat']",Domaine de Cabasse D'Eux Séguret
131136,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Château du Cray Bourgogne Chardonnay
131137,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Michel Picard Beaune 1er Cru 'Montée Rouge'
131138,Red,"['Syrah/Shiraz', 'Grenache', 'Mourvedre']","['Beef', 'Lamb', 'Game Meat']",Charlie & Fred Ventoux
131139,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Château de Saint-Aubin Bourgogne Hautes-Côtes de Beaune
131140,Sparkling,"['Pinot Meunier', 'Chardonnay']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Abel Jobart Brut Sélection Blanc de Noirs Champagne
131141,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",David Moret Meursault-Charmes Premier Cru
131142,Rosé,"['Grenache', 'Mourvedre', 'Cinsault']","['Pork', 'Shellfish', 'Vegetarian', 'Poultry']",Moulin de la Roque Les Hauts du Vallon Bandol Rosé
131143,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Darviot-Perrin Volnay Les Blanches
131144,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Géantet-Pansiot Bourgogne Blanc
131145,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Château de Haux Côtes De Bordeaux Grande Réserve
131146,Red,['Gamay Noir'],"['Pasta', 'Veal', 'Pork', 'Poultry']",Domaine du Chateau de La Valette Brouilly
131147,Sparkling,"['Chardonnay', 'Chenin Blanc', 'Pinot Noir']","['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Maison De La Colline Brut Réserve Crémant de Limoux
131148,White,"['Grenache', 'Viognier']","['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",Ravoire & Fils Rhone To The Bone Côtes du Rhône Blanc
131149,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Antonin Rodet Santenay 1er Cru Clos Rousseau
131150,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Alain Gautheron Vieilles Vignes Chablis 1er Cru 'Montmains'
131151,White,['Picpoul Blanc'],"['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer']",Domaine des Lauriers Cuvée Paredaux Picpoul de Pinet
131152,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Michel Picard Pinot Noir Bourgogne Chassagne-Montrachet
131153,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Jacques de Pourquery Clos des Demoiselles Listrac-Medoc
131155,Rosé,['Grenache'],"['Pork', 'Rich Fish', 'Shellfish', 'Poultry']",Château Mont-Redon Vignoble Abeille Châteauneuf-du-Pape
131156,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Régnard Chablis Premier Cru 'Montmains'
131157,White,"['Roussanne', 'Grenache Blanc']","['Rich Fish', 'Shellfish', 'Poultry']",Château de la Tuilerie Grenache - Roussanne
131158,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Remoissenet Père & Fils Chablis Grand Cru Bougros
131159,Sparkling,"['Chardonnay', 'Pinot Noir']","['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Vieil Armand Bienvenue Crémant d'Alsace Brut
131160,Sparkling,"['Chardonnay', 'Pinot Noir', 'Pinot Blanc']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Jean-Pierre Patigny Champagne Brut Rosé Premier Cru
131161,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Antonin Rodet Chassagne-Montrachet Premier Cru Les Macherelles
131162,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Antonin Rodet Château de Mercey Maranges 1er Cru 'Les Clos Roussots'
131163,White,"['Vermentino', 'Ugni Blanc', 'Sémillon']","['Rich Fish', 'Shellfish', 'Sweet Dessert', 'Poultry']",Peyrassol Commanderie de Peyrassol Côtes de Provence White
