idwine;Type;Grapes;Harmonize;name
131660;White;['Grenache', 'Roussanne', 'Clairette', 'Bourboulenc'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Le Domaine de la Presidente Chateauneuf-du-Pape Blanc
131661;White;['Roussanne', 'Grenache Blanc', 'Clairette', 'Bourboulenc'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Les Arnevels Arnaves  Chateauneuf-du-Pape Blanc
131662;White;['Sauvignon Blanc', 'Semillon'];['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Chateau Grand Plantey Bordeaux Blanc
131663;Rose;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Spicy Food', 'Poultry'];Andre Lurton Chateau Goumin Bordeaux
131664;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Vincent Dauvissat Chablis 1er Cru 'Montee de Tonnerre'
131666;Rose;['Grenache'];['Pasta', 'Vegetarian', 'Appetizer', 'Snack', 'Lean Fish'];Fonjoya Sun Un Air de Grenache
131667;White;['Vermentino'];['Pasta', 'Vegetarian', 'Appetizer', 'Snack', 'Lean Fish', 'Cured Meat'];Chateau Grand Boise Mazarine Cotes de Provence Blanc
131668;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Georges Mugneret-Gibourg Nuits-Saint-Georges 1er Cru 'Les Chaignots'
131669;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Domaine des Miles Chablis Premier Cru 'Vaillons'
131672;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Blanc'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Guy Brunot Grande Reserve Brut Nature Champagne Premier Cru
131673;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Dumenil Selection Brut Champagne Premier Cru
131674;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Blanc'];['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Jean Geiler Cremant d'Alsace Brut
131675;White;['Riesling'];['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat'];Albert Boxler Riesling Alsace Grand Cru 'Sommerberg' 'JV'
131676;White;['Riesling'];['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat'];Albert Boxler Riesling Alsace Grand Cru 'Sommerberg' 'D'
131677;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Comte de Montebello Meursault 1er Cru 'Les Charmes'
131678;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Etienne Lefevre Prestige Champagne Grand Cru Brut
131679;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Lascaux Chateau Tour Bel-Air Fronsac
131680;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];William Nahan Chablis 1er Cru 'Vaillons'
131681;Sparkling;['Chardonnay', 'Pinot Noir'];['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Veuve Ambal Cremant de Bourgogne Collection Rose
131682;Red;['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Cafol Chateau Bois Robin Castillon Cotes de Bordeaux
131684;White;['Chardonnay'];['Pasta', 'Vegetarian', 'Cured Meat'];Verget Saint-Veran 'Le Clos'
131686;Rose;['Merlot'];['Beef', 'Game Meat'];Berticot Le Petit Berticot Cabernet Sauvignon
131687;Dessert;['Sauvignon Blanc', 'Semillon'];['Rich Fish', 'Shellfish', 'Sweet Dessert', 'Vegetarian', 'Poultry'];Chateau de Chantegrive Cuvee Henri Leveque Graves
131688;White;['Viognier'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Le Triolet Condrieu
131689;White;['Chardonnay'];['Pasta', 'Vegetarian', 'Cured Meat'];Vincent Girardin Les Champs-Lins Pouilly-Fuisse Vieilles Vignes
131690;Rose;['Pinot Noir'];['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry'];Lucien Crochet A Louest
131691;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Nicolas Potel Pommard 1er Cru Les Pezerolles
131692;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Pierre Girardin Volnay
131693;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Pierre Andre En Chevret Volnay 1er Cru
131694;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Pierre Andre Vosne-Romanee 1er Cru 'Les Suchots'
131695;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Verget Chablis 1er Cru 'Fourchaume'
131696;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Union des Viticulteurs de Chablis Chablis 1er Cru 'Montmains'
131697;White;['Sauvignon Blanc'];['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese'];Lucien Crochet Vendange du Octobre Sancerre
131699;Sparkling;['Chardonnay'];['Pork', 'Rich Fish', 'Vegetarian', 'Poultry'];Bouvet Ladubay Bouvet Cent Cinquantenaire Methode Traditionelle Brut
131700;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Domaine des Petits Champs Lins Meursault 1er Cru 'Les Perrieres'
131701;White;['Sauvignon Blanc', 'Semillon', 'Sauvignon Gris'];['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Chateau Couhins La Dame de Couhins Pessac-Leognan Blanc
131702;White;['Marsanne'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Cave de Tain Heritiers Gambert Nobles Rives Crozes-Hermitage Blanc
131703;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Simonnet-Febvre Mont de Milieu Chablis Premier Cru
131705;White;['Sauvignon Blanc', 'Viognier'];['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer'];Domaine de Montcalm Prestige Blanc des Sables
131706;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Chateau de Pizay Bourgogne Blanc
131707;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Charles Ellner Blanc de Blancs Brut Champagne
131710;Red;['Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Grand Chemin Ermitage Saint-Vincent Moulis-en-Medoc
131711;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Puybarbe Cuvee Classique Cotes de Bourg
131713;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Marchand Freres Vieilles Vignes Gevrey-Chambertin
131714;White;['Chardonnay'];['Pasta', 'Vegetarian', 'Cured Meat'];Thierry Guerin La Roche Vieilles Vignes Pouilly-Fuisse
131715;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Morey-Coffinet Chassagne Montrachet 1er Cru 'En Cailleret'
131716;Dessert;['Muscat Blanc'];['Spicy Food', 'Sweet Dessert'];Arnaud de Villeneuve Muscat de Noel Vin Doux Naturel
131717;Rose;['Pinot Noir'];['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry'];Daniel Chotard Sancerre Rouge
131718;White;['Vermentino'];['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Ferry Lacombe Haedus Cotes de Provence Blanc
131720;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine de Ruere Bourgogne-Passe-Tout-Grains
131721;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Domaine Pascal Pouhin Le Limozin Meursault
131722;Red;['Merlot', 'Cabernet Sauvignon'];['Beef', 'Pasta', 'Veal'];Rocca Maura - Les Vignerons de Roquemaure Les Cepages Merlot - Cabernet Sauvignon
131724;Sparkling;['Pinot Noir', 'Chardonnay'];['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Veuve Alary Blanc de Blancs
131725;Rose;['Chardonnay', 'Pinot Noir'];['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Vegetarian', 'Poultry'];Les Celliers du Prieure - Valentin Fleur Rose d'Anjou
131726;White;['Chardonnay', 'Colombard'];['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer'];Belle Etape Colombard - Chardonnay
131728;Rose;['Geworztraminer'];['Rich Fish', 'Spicy Food', 'Sweet Dessert', 'Poultry', 'Soft Cheese'];Laurent Bannwarth La Vie en Rose
131730;Rose;['Cabernet Franc', 'Merlot'];['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese'];Mouton Cadet Bordeaux Rouge
131731;Red;['Cabernet Sauvignon', 'Malbec', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chevalier Croix de Moncerat Fronsac
131732;Sparkling;['Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Benoit Dinvaut Pur Meunier Extra Brut Champagne
131733;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];L'Epiphanie A Tertre Daugay Saint-Emilion Grand Cru Classe
131735;Red;['Grenache'];['Beef', 'Maturated Cheese', 'Hard Cheese'];La Ferme Saint Pierre Granacha Vaucluse
131736;Red;['Merlot', 'Cabernet Sauvignon'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Vignobles Choquet Chateau Lagrange les Tours Bordeaux Superieur 'Les Cent Rangs'
131737;Rose;['Grolleau'];['Fish', 'Vegetarian', 'Blue Cheese'];Rosella Rose d'Anjou
131738;Red;['Cabernet Franc', 'Malbec', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Michel Pion Chateau Lalande Meric Bordeaux Rouge
131739;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Rioucreux Chanteloup Cuvee Sophie Cotes de Bourg
131740;Red;['Pinot Noir'];['Veal', 'Game Meat', 'Poultry', 'Mushrooms'];Ruhlmann Dirringer Pinot Noir a Fleur de Roche
131741;Red;['Cabernet Sauvignon'];['Beef', 'Lamb', 'Spicy Food', 'Poultry'];Famille Dyson Rabelles Cabernet Sauvignon
131743;White;['Geworztraminer'];['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese'];Domaine Antoine Stoffel Riesling Alsace Grand Cru 'Eichberg'
131744;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Fontblanche Premieres Cotes de Blaye
131746;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Belleville Clos de La Commaraine Monopole
131747;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Henri Darnat Puligny-Montrachet 1er Cru 'Champ Gain'
131748;Dessert;['Grenache'];['Beef', 'Maturated Cheese', 'Hard Cheese'];Domaine du Mas Blanc Rimage la Coume Banyuls
131749;Sparkling;['Colombard', 'Ugni Blanc'];['Shellfish', 'Appetizer', 'Snack', 'Lean Fish'];Laurent Breban Prestige Blanc de Blancs Brut
131750;Rose;['Cabernet Sauvignon'];['Beef', 'Lamb', 'Spicy Food', 'Poultry'];Michel Laurent Cabernet d'Anjou
131751;Rose;['Cabernet Sauvignon', 'Cabernet Franc'];['Beef', 'Lamb', 'Pork', 'Game Meat', 'Spicy Food', 'Poultry', 'Soft Cheese'];Cave de Saumur Reserve des Vignerons Cabernet d'Anjou Rose
131752;Red;['Pinot Nero'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Marchand Freres Clos de La Roche Grand Cru
131753;Red;['Pinot Noir', 'Gamay Noir', 'Cabernet Franc'];['Veal', 'Game Meat', 'Poultry'];Domaine des Huards Cheverny Rouge
131754;Red;['Cabernet Franc'];['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese'];Puzelat Bonhomme Cuvee Tohoku Touraine
131756;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Taittinger Cuvee Prestige Brut Champagne
131757;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Seguin-Manuel Vieilles Vignes Pommard
131758;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Lucien le Moine Volnay 1er Cru 'Carelle Sous La Chapelle'
131760;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Marcel Cameray Brut Prestige Champagne Premier Cru
131761;Sparkling;['Chenin Blanc'];['Shellfish', 'Lean Fish', 'Fruit Dessert'];Montlouis Cuvee des Anges Brut
131762;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Borgeot Santenay 1er Cru 'Clos de la Comme'
131763;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Seguin-Manuel Chablis
131764;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Baron Albert La Preference Demi-Sec Champagne
131765;White;['Chenin Blanc'];['Rich Fish', 'Vegetarian', 'Poultry', 'Soft Cheese'];Francois Chidaine Les Bournais Franc de Pied Montlouis Sur Loire
131766;White;['Savagnin Blanc'];['Spicy Food', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Mushrooms'];Les Parelles Chateau Chalon Vin Jaune
131767;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Les Vertus d'Elise Cuvee Nina Brut Rose Champagne
131768;White;['Sauvignon Blanc', 'Semillon'];['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Chateau de Chantegrive Les Oiseaux Graves Blanc
131769;White;['Marsanne'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Clairmont Pionniers Crozes-Hermitage Blanc
131770;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Cave de Lugny Pinot Noir Bourgogne Reserve Les Florieres
131771;White;['Sauvignon Blanc', 'Semillon'];['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Cheval Quancard Chateau Fort de Roquetaillade Graves Blanc
131772;White;['Roussanne'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Mas de Sainte Croix Delicatesse Cotes du Rhone Blanc
131773;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Laboure-Roi Les Chretiens Pinot Noir Bourgogne
131774;Red;['Cabernet Franc', 'Merlot', 'Cabernet Sauvignon'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau de la Roque Fronsac
131775;Sparkling;['Chardonnay', 'Pinot Meunier', 'Pinot Nero'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Philippe Lancelot Les Hauts d'Epernay Extra Cuvee Brut Nature Champagne
131776;White;['Sauvignon Blanc', 'Semillon', 'Muscadelle'];['Rich Fish', 'Shellfish', 'Sweet Dessert', 'Vegetarian', 'Poultry'];Andre Lurton Loupiac Divinus Blanc
131778;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Dominique Laurent Vosne-Romanee 1er Cru Les Suchots Vieilles Vignes
131779;Red;['Merlot', 'Cabernet Sauvignon', 'Cabernet Franc'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Moine Martin Fronsac
131780;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau d'Eyran Chateau Haut l'Artigue Cuvee Tradition Pessac-Leognan
131781;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Thierry Laffay Chablis Grand Cru 'Vaudesir'
131782;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Domaine Saint Francois - Francois Lequin Vieilles Vignes Chassagne-Montrachet
131783;Red;['Gamay Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Les Freres Dananchet Macon-Burgy Gamay Noir
131784;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Poujeaux La Salle de Chateau Poujeaux Moulis
131785;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau l'Ormeau Vieux Cuvee Saint Jacques Puisseguin Saint Emilion
131786;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau La Tour Carnet De la Tour Carne L'heritage Medoc
131788;Red;['Cabernet Franc'];['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese'];Tuffeau Cabernet Franc Saumur-Champigny
131789;White;['Aligote'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Caillot Bourgogne Aligote
131790;White;['Sauvignon Blanc', 'Semillon'];['Pork', 'Vegetarian', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Jean Dazenac Bordeaux Blanc Sec
131791;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Pichon Longueville Comtesse de Lalande Saint-Julien de Pichon Lalande
131792;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Clauzet Reserve Baron Velge Saint-Estephe
131793;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Maison de Montille Chassagne-Montrache 1er Cru 'Les Chaumees'
131795;Red;['Gamay Noir'];['Beef'];Verdier Logel Cot a Cote
131796;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Henri de Villamont Gevrey-Chambertin 1er Cru 'Petite Chapelle'
131797;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Bertrand Ambroise Les Cras 1er Cru Nuits-Saint-Georges
131801;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Francois Dubois Emotion Rosee Demi-Sec Champagne
131803;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau La Corne Bordeaux Rouge
131804;Red;['Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Jean de Rochebrune Chateau Chene Vieux Cuvee Joseph Comte de Valois Puisseguin-Saint-Emilion
131805;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Roulet Canon Fronsac
131807;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Laleure Piot Corton-Charlemagne Grand Cru
131809;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Maldant Pauvelot Beaune 1er Cru 'Les Aigrots'
131810;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Ponsot Chapelle-Chambertin Grand Cru
131811;White;['Savagnin Blanc'];['Poultry', 'Mushrooms', 'Soft Cheese'];La Roche Fendue Chateau-Chalon
131813;White;['Aligote'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Domaine Gachot-Monot Bourgogne Aligote
131814;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Seguin-Manuel Corton-Charlemagne Grand Cru
131815;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Yves Chevallier Vosne-Romanee
131816;Red;['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Chateau Monichot Cotes de Bourg
131817;White;['Riesling'];['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat'];Domaine Martin Schaetzel - Domaine Kirrenbourg Ammerschwihr Riesling Alsace Grand Cru 'Kaefferkopf'
131818;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Pierre Morey Batard-Montrachet Grand Cru
131819;White;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Jean Durup Chateau de Maligny Chablis Premier Cru 'Montee de Tonnerre'
131820;Rose;['Grenache', 'Cinsault'];['Pork', 'Rich Fish', 'Shellfish', 'Poultry'];Domaine Brunely Ventoux Rouge
131821;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Albert Sounit Les Fourneaux Mercurey 1er Cru
131823;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Robert de Monty Demi- Sec Champagne
131824;White;['Marsanne', 'Vermentino', 'Roussanne'];['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer'];Chateau Beauregard Mirouze Lauzina Blanc
131825;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Corinne Picard Champagne Brut
131826;White;['Sauvignon Blanc'];['Rich Fish', 'Shellfish', 'Vegetarian'];Abbaye Sainte-Marie de Pierredon Sauvignon
131828;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Nicolas Potel Criots-Batard-Montrachet Grand Cru
131829;White;['Geworztraminer'];['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese'];Remy Gresser Riesling Grand Cru 'Moenchberg'
131830;Sparkling;['Pinot Meunier', 'Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Jacques Picard Henri de Berr Champagne Brut
131831;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Albert de Milly Selection Brut Champagne
131833;Sparkling;['Pinot Noir', 'Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Veuve Doussot Tradition Demi-Sec Champagne
131834;White;['Geworztraminer'];['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese'];Domaine Bruno Sorg Vieille Vigne Sylvaner
131835;Sparkling;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Le Brun de Neuville Blanc de Blancs Cuvee Chardonnay Brut Champagne
131837;Sparkling;['Chardonnay', 'Pinot Noir', 'Pinot Meunier'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Paques et Fils Millesime Brut Champagne Premier Cru
131838;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Francois Dubois Pure Reserve Brut Champagne
131839;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Joseph Desprois Brut Champagne
131840;Red;['Cabernet Franc'];['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Shellfish', 'Vegetarian', 'Poultry'];La Seigneurie Saumur Champigny
131842;White;['Roussanne', 'Marsanne'];['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer'];Gilbert Alquier Roussanne - Marsanne
131843;Sparkling;['Chardonnay'];['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish'];Louis Loron Cremant de Bourgogne Blanc de Blancs Prestige
131844;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Lebreuil Savigny-les-Beaune 'Aux Grands Liards'
131845;Sparkling;['Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Boizel Chardonnay Brut Champagne
131846;White;['Viognier'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Yves Cuilleron Condrieu Bourasseau
131847;White;['Chardonnay'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Charton-Vachet Les Jardins d'Ysabeau Montagny 1er Cru
131848;White;['Aligote'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Groupement de Producteurs Bourgogne Aligote
131849;Red;['Negrette'];['Beef', 'Pasta', 'Veal'];Chateau Caze Patrimoine Fronton
131850;Red;['Pinot Noir'];['Veal', 'Game Meat', 'Poultry', 'Mushrooms'];Aimestentz Resonance Pinot Noir
131852;Dessert;['Geworztraminer'];['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese'];Hauller Selection de Grains Nobles Gewurztraminer
131853;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine de La Luolle Givry Les Plants Sont Fleuris Pinot Noir
131854;Red;['Cabernet Sauvignon', 'Merlot'];['Beef', 'Lamb', 'Game Meat', 'Poultry'];Chateau Seguin Confidences Pessac-Leognan
131855;Sparkling;['Chardonnay', 'Pinot Noir'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Perrot-Batteux Blanc de Blancs Brut Champagne Premier Cru
131856;Red;['Cabernet Franc', 'Negrette'];['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese'];Chateau Saint Louis L'Esprit Fronton
131857;White;['Pinot Blanc'];['Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Vieil Armand Tradition Pinot Blanc
131858;White;['Aligote'];['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat'];Domaine Lejeune Bourgogne Aligote
131859;Red;['Pinot Noir'];['Beef', 'Veal', 'Game Meat', 'Poultry'];Domaine Cluny Gevrey-Chambertin Vieilles Vignes
131860;White;['Viognier', 'Roussanne', 'Marsanne'];['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat'];Edmond des Rochettes Selection Classique Cotes du Rhone Blanc
131861;Sparkling;['Pinot Noir', 'Pinot Meunier', 'Chardonnay'];['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese'];Lacroix Grande Reserve Brut Champagne
